X,Y,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,DEVELOPMENT_CODE,PROJECT_NAME,BUILDING_NAME,BUILDING_NUMBER,BUILDING_TYPE_CODE,BUILDING_STATUS_TYPE_CODE,NATIONAL_BLDG_ID,CONSTRUCT_DATE,DOFA_ACTUAL_DT,TOTAL_DWELLING_UNITS,ACC_UNITS,TOTAL_OCCUPIED,REGULAR_VACANT,TOTAL_UNITS,PCT_OCCUPIED,NUMBER_REPORTED,PCT_REPORTED,MONTHS_SINCE_REPORT,PCT_MOVEIN,PEOPLE_PER_UNIT,PEOPLE_TOTAL,RENT_PER_MONTH,SPENDING_PER_MONTH,SPENDING_PER_MONTH_PREV_YR,HH_INCOME,PERSON_INCOME,PCT_LT5K,PCT_5K_LT10K,PCT_10K_LT15K,PCT_15K_LT20K,PCT_GE20K,PCT_WAGE_MAJOR,PCT_WELFARE_MAJOR,PCT_OTHER_MAJOR,PCT_MEDIAN,PCT_LT50_MEDIAN,PCT_LT30_MEDIAN,PCT_2ADULTS,PCT_1ADULT,PCT_FEMALE_HEAD,PCT_FEMALE_HEAD_CHILD,PCT_DISABLED_LT62,PCT_DISABLED_GE62,PCT_DISABLED_ALL,PCT_LT24_HEAD,PCT_AGE25_50,PCT_AGE51_61,PCT_AGE62PLUS,PCT_AGE85PLUS,PCT_MINORITY,PCT_BLACK,PCT_NATIVE_AMERICAN,PCT_ASIAN,PCT_HISPANIC,MONTHS_WAITING,MONTHS_FROM_MOVEIN,PCT_UTILITY_ALLOW,AVE_UTIL_ALLOW,PCT_BED1,PCT_BED2,PCT_BED3,PCT_OVERHOUSED,TMINORITY,TPOVERTY,TPCT_OWNSFD,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,DPVACT,DPVNOST,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PZRC,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,RAD_CHAP_INDR,RAD_TYPE,LAST_UPDT_DTTM,ANNL_EXPNS_AMNT,ANNL_EXPNS_AMNT_PREV_YR,PHA_TOTAL_UNITS,DEV_BUIL_NU_ENTRANCE,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL
-110.956918,32.259211,580,AZ004,Housing and Community Development Tucson,AZ004500112,SCATTERED SITES,PARK,287,SD,INAPCP,7873200000,1973/06/30 00:00:00+00,1973/06/30 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,Pima,19,2602,3,3012,N,N,Pima,19,93570,Tucson,77000,Tucson city,C1,,8520,"Tucson, AZ MSA",46060,"Tucson, AZ Metropolitan Statistical Area",99999,,1,0,402,492,S,,2859 N Park Ave,,Tucson,AZ,85719,2537,,85719,59,9,85719253759,S,,,,2,,N,A,,80% Overall probable correctness,32.259211,-110.956918,S,,R,U,** Street-Level Rooftop **,4019,477000,4019002602,40190026023,N, ,2021/04/04 22:18:23+00,-4,-4,1505,AZ0045001122871,5207914171,5207915407,liz.morales@tucsonaz.gov,5208375395,,liz.morales@tucsonaz.gov
-111.036049,32.160849,581,AZ004,Housing and Community Development Tucson,AZ004000051,"POSADAS SENTINEL, PH. I",ALEXANDERWOOD,572,SF,INAPCP,1254200000,2001/07/01 00:00:00+00,2002/09/30 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,Pima,19,4311,3,3002,N,N,Pima,19,93570,Tucson,20540,Drexel Heights CDP (part),U1,,8520,"Tucson, AZ MSA",46060,"Tucson, AZ Metropolitan Statistical Area",99999,,1,0,403,,S,,3279 W Alexanderwood Dr,,Tucson,AZ,85746,1083,,85746,79,2,85746108379,S,,,,2,,N,A,,80% Overall probable correctness,32.160849,-111.036049,S,,R,U,** Street-Level Rooftop **,4019,420540,4019004311,40190043113,N, ,2021/04/04 22:18:23+00,-4,-4,1505,AZ0040000515721,5207914171,5207915407,liz.morales@tucsonaz.gov,5208375395,,liz.morales@tucsonaz.gov
-110.960874,32.281658,582,AZ004,Housing and Community Development Tucson,AZ004000051,"POSADAS SENTINEL, PH. I",1ST,574,SF,INAPCP,944200000,2000/09/22 00:00:00+00,2002/09/30 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,Pima,19,4511,1,1004,N,N,Pima,19,93570,Tucson,77000,Tucson city,C1,,8520,"Tucson, AZ MSA",46060,"Tucson, AZ Metropolitan Statistical Area",99999,,1,0,402,492,S,,4112 N 1st Ave,,Tucson,AZ,85719,1023,,85719,12,1,85719102312,S,,,,1,,,A,,90% Overall probable correctness,32.281658,-110.960874,S,,R,U,** Street-Level Rooftop **,4019,477000,4019004511,40190045111,N, ,2021/04/04 22:18:23+00,-4,-4,1505,AZ0040000515741,5207914171,5207915407,liz.morales@tucsonaz.gov,5208375395,,liz.morales@tucsonaz.gov
-112.077076,33.433049,583,AZ001,City of Phoenix Housing Department,AZ001000022,MARCOS DE NIZA,,112,RW,INAPCP,3459030000,1941/10/01 00:00:00+00,1948/10/01 00:00:00+00,4,4,4,0,4,100,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,Maricopa,13,114900,2,2014,N,N,Maricopa,13,92601,Phoenix,55000,Phoenix city (part),C1,,6200,"Phoenix-Mesa, AZ MSA",38060,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",99999,,1,0,407,330,S,,1539 S 3rd Ave,,Phoenix,AZ,85003,2716,,85003,39,6,85003271639,S,,,,2,,,A,,80% Overall probable correctness,33.433049,-112.077076,S,,R,U,** Street-Level Rooftop **,4013,455000,4013114900,40131149002,N, ,2021/04/04 22:18:23+00,-4,-4,1659,AZ0010000221121,6022626794,6025344516,lydia.martinez@phoenix.gov,6022624924,,cindy.stotler@phoenix.gov
-112.169447,33.534681,584,AZ003,City of Glendale Housing Authority,AZ003000001,GLENDALE HOMES,1,1,SD,INAPCP,2463200000,1952/06/01 00:00:00+00,1952/06/01 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,Maricopa,13,92900,1,1014,N,N,Maricopa,13,92601,Phoenix,27820,Glendale city (part),C1,,6200,"Phoenix-Mesa, AZ MSA",38060,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",99999,,1,0,407,186,S,,5131 W Ocotillo Rd,,Glendale,AZ,85301,3446,,85301,31,2,85301344631,S,,,,1,,,A,,90% Overall probable correctness,33.534681,-112.169447,S,,R,U,** Street-Level Rooftop **,4013,427820,4013092900,40130929001,N, ,2021/04/04 22:18:23+00,-4,-4,155,AZ00300000111,6239303701,6239301064,dparedez@glendaleaz.com,6239303701,,dparedez@glendaleaz.com
-112.171139,33.533061,585,AZ003,City of Glendale Housing Authority,AZ003000001,GLENDALE HOMES,23,23,SD,INAPCP,6563200000,1952/06/01 00:00:00+00,1952/06/01 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,Maricopa,13,92900,1,1015,N,N,Maricopa,13,92601,Phoenix,27820,Glendale city (part),C1,,6200,"Phoenix-Mesa, AZ MSA",38060,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",99999,,1,0,407,186,S,,6613 N 52nd Dr,,Glendale,AZ,85301,4058,,85301,13,2,85301405813,S,,,,1,,,A,,90% Overall probable correctness,33.533061,-112.171139,S,,R,U,** Street-Level Rooftop **,4013,427820,4013092900,40130929001,N, ,2021/04/04 22:18:23+00,-4,-4,155,AZ003000001231,6239303701,6239301064,dparedez@glendaleaz.com,6239303701,,dparedez@glendaleaz.com
-112.171188,33.533192,586,AZ003,City of Glendale Housing Authority,AZ003000001,GLENDALE HOMES,28,28,SD,INAPCP,1663200000,1952/06/01 00:00:00+00,1952/06/01 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,Maricopa,13,92900,1,1015,N,N,Maricopa,13,92601,Phoenix,27820,Glendale city (part),C1,,6200,"Phoenix-Mesa, AZ MSA",38060,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",99999,,1,0,407,186,S,,5232 W McLellan Rd,,Glendale,AZ,85301,4067,,85301,32,1,85301406732,S,,,,1,,,A,,90% Overall probable correctness,33.533192,-112.171188,S,,R,U,** Street-Level Rooftop **,4013,427820,4013092900,40130929001,N, ,2021/04/04 22:18:23+00,-4,-4,155,AZ003000001281,6239303701,6239301064,dparedez@glendaleaz.com,6239303701,,dparedez@glendaleaz.com
-111.599034,35.217169,587,AZ006,Flagstaff Housing Authority,AZ006000002,SILER HOMES,,63,SF,INAPCP,784200000,1970/08/21 00:00:00+00,1972/01/01 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,Coconino,5,400,4,4003,N,N,Coconino,5,91198,Flagstaff CCD,23620,Flagstaff city,C1,,2620,"Flagstaff, AZ-UT MSA",22380,"Flagstaff, AZ Metropolitan Statistical Area",99999,,1,0,401,144,S,,3441 N Christensen Dr,,Flagstaff,AZ,86004,4006,,86004,41,7,86004400641,S,,,,2,N,,A,,80% Overall probable correctness,35.217169,-111.599034,S,,R,U,** Street-Level Rooftop **,4005,423620,4005000400,40050004004,N, ,2021/04/04 22:18:23+00,-4,-4,265,AZ006000002631,9282132745,9285263734,sdarr@flagstaffaz.gov,9282132745,,sdarr@flagstaffaz.gov
-110.893625,32.200445,588,AZ004,Housing and Community Development Tucson,AZ004500112,SCATTERED SITES,28TH,322,SF,INAPCP,6714200000,1982/12/31 00:00:00+00,1982/12/31 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4,Pima,19,3501,6,6011,Y,N,Pima,19,93570,Tucson,77000,Tucson city,C1,,8520,"Tucson, AZ MSA",46060,"Tucson, AZ Metropolitan Statistical Area",99999,,1,0,402,492,S,,4642 E 28th St,,Tucson,AZ,85711,6344,,85711,42,5,85711634442,S,,,,1,,,A,,90% Overall probable correctness,32.200445,-110.893625,S,,R,U,** Street-Level Rooftop **,4019,477000,4019003501,40190035016,N, ,2021/04/04 22:18:23+00,-4,-4,1505,AZ0045001123221,5207914171,5207915407,liz.morales@tucsonaz.gov,5208375395,,liz.morales@tucsonaz.gov
-121.566365,39.504389,589,CA043,COUNTY OF BUTTE HSG AUTH,CA043000001,BUTTE COUNTY,,B_0073,RW,INAPCP,9595300000,1982/01/01 00:00:00+00,1982/07/31 00:00:00+00,3,3,3,0,3,100,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,Butte,7,2800,3,3028,N,N,Butte,7,92300,Oroville,54386,Oroville city (part),C1,,1620,"Chico-Paradise, CA MSA",17020,"Chico, CA Metropolitan Statistical Area",99999,,1,0,601,2610,Y,,700 Mitchell Ave Apt 16,,Oroville,CA,95965,4553,,95965,16,2,95965455316,H,16,Apt,,2,,,,,80% Overall probable correctness,39.504389,-121.566365,S,,R,U,** Street-Level Rooftop **,6007,654386,6007002800,60070028003,N, ,2021/04/04 22:18:23+00,-4,-4,345,CA043000001B_00731,5308954474,5308954459,Contact@Butte-Housing.com,5308954474,5308954459,EdM@Butte-Housing.com
-119.647475,36.317041,590,CA053,KINGS COUNTY HOUSING AUTH,CA053000001,SUNNYSIDE VILLAGE    KINGS COUNTY,,59,SD,INAPCP,1956300000,1969/02/21 00:00:00+00,1969/02/21 00:00:00+00,3,3,3,0,3,100,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,Kings,31,1100,2,2042,N,N,Kings,31,91220,Hanford,31960,Hanford city,C1,,9999,,25260,"Hanford-Corcoran, CA Metropolitan Statistical Area",99999,,1,0,621,1566,S,,686 S Redington St,,Hanford,CA,93230,5377,,93230,86,7,93230537786,S,,,,1,,,A,,90% Overall probable correctness,36.317041,-119.647475,S,,R,U,** Street-Level Rooftop **,6031,631960,6031001100,60310011002,N, ,2021/04/04 22:18:23+00,-4,-4,268,CA05300000159A,5595822806,5595836964,sjackson-bobo@hakc.com,5595822806,5595836964,sjackson-bobo@hakc.com
-105.019416,39.732914,591,CO001,Housing Authority of the City and County of Denver,CO001000008,SUN VALLEY HOMES,SUN VALLEY HM bldg #SVB24,SVB24,RW,DDAPRD,648300000,1952/01/01 00:00:00+00,1952/09/01 00:00:00+00,6,6,0,0,6,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,8,Denver,31,800,1,1029,N,N,Denver,31,91007,Denver,20000,Denver city,C1,,2080,"Denver, CO PMSA",19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",99999,,1,0,801,390,S,,966 Bryant St,,Denver,CO,80204,3321,,80204,66,5,80204332166,S,,,,1,,,A,,90% Overall probable correctness,39.732914,-105.019416,S,,R,U,** Street-Level Rooftop **,8031,820000,8031000800,80310008001,N, ,2021/04/04 22:18:23+00,-4,-4,3901,CO001000008SVB241,7209323000,7209323001,officials@denverhousing.org,7209323106,7209323001,officials@denverhousing.org
-119.64707,36.317105,592,CA053,KINGS COUNTY HOUSING AUTH,CA053000001,SUNNYSIDE VILLAGE    KINGS COUNTY,,42,SF,INAPCP,4756300000,1969/02/21 00:00:00+00,1969/02/21 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,Kings,31,1100,2,2048,N,N,Kings,31,91220,Hanford,31960,Hanford city,C1,,9999,,25260,"Hanford-Corcoran, CA Metropolitan Statistical Area",99999,,1,0,621,1566,S,,767 S Redington St,,Hanford,CA,93230,5379,,93230,67,6,93230537967,S,,,,1,,,A,,90% Overall probable correctness,36.317105,-119.64707,S,,R,U,** Street-Level Rooftop **,6031,631960,6031001100,60310011002,N, ,2021/04/04 22:18:23+00,-4,-4,268,CA053000001421,5595822806,5595836964,sjackson-bobo@hakc.com,5595822806,5595836964,sjackson-bobo@hakc.com
-115.50175,32.678349,593,CA039,Housing Authority of the City of Calexico,CA039000002,CASA DEL SOL HOMES,HEBER HOMES BUILDING 006,391006,SD,INAPCP,5565300000,1952/06/01 00:00:00+00,1952/06/01 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,Imperial,25,12100,1,1008,N,N,Imperial,25,90320,Calexico,9710,Calexico city,C1,,9999,,20940,"El Centro, CA Metropolitan Statistical Area",99999,,1,0,651,486,S,,217 Roosevelt St,,Calexico,CA,92231,2229,,92231,17,0,92231222917,S,,,,1,,,A,,90% Overall probable correctness,32.678349,-115.50175,S,,R,U,** Street-Level Rooftop **,6025,609710,6025012100,60250121001,N, ,2021/04/04 22:18:23+00,-4,-4,256,CA0390000023910061,7603573013,7603573084,executive@calexicohousing.org,7603573013,,tnava@calexicohousing.org
-119.647426,36.318568,594,CA053,KINGS COUNTY HOUSING AUTH,CA053000001,SUNNYSIDE VILLAGE    KINGS COUNTY,,21,SF,INAPCP,3556300000,1969/02/21 00:00:00+00,1969/02/21 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,Kings,31,1100,2,2039,N,N,Kings,31,91220,Hanford,31960,Hanford city,C1,,9999,,25260,"Hanford-Corcoran, CA Metropolitan Statistical Area",99999,,1,0,621,1566,S,,637 S Redington St,,Hanford,CA,93230,5326,,93230,37,7,93230532637,S,,,,1,,,A,,90% Overall probable correctness,36.318568,-119.647426,S,,R,U,** Street-Level Rooftop **,6031,631960,6031001100,60310011002,N, ,2021/04/04 22:18:23+00,-4,-4,268,CA053000001211,5595822806,5595836964,sjackson-bobo@hakc.com,5595822806,5595836964,sjackson-bobo@hakc.com
-121.942934,38.534775,595,CA044,Housing Authority of the County of Yolo,CA044000002,El Rio Villa III,,2003,SD,DDPROP,9606300000,1951/12/31 00:00:00+00,1951/12/31 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,Yolo,113,11300,2,2058,N,N,Yolo,113,93770,Winters,99999,Remainder of Winters CCD,99,,9270,"Yolo, CA PMSA",40900,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",99999,,1,0,603,,S,,6 Fredericks Cir,,Winters,CA,95694,9047,,95694,6,1,95694904706,S,,,,3,,N,A,,70% Overall probable correctness,38.534775,-121.942934,S,,R,U,** Street-Level Rooftop **,6113,699999,6113011300,61130113002,Y,PBRA,2021/04/04 22:18:23+00,-4,-4,431,CA0440000020020031,5306625428,5306625429,jholt@ych.ca.gov,5306625428,5306625429,ssigrist@ych.ca.gov
-121.640361,39.131075,596,CA048,Regional Housing Authority,CA048000032,Richland Housing Center,RIVER CITY MANOR,B_0010,RW,DDPROP,7736300000,1984/08/31 00:00:00+00,1984/08/31 00:00:00+00,4,4,4,0,4,100,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,Sutter,101,50501,4,4003,N,Y,Sutter,101,93820,Yuba City,86972,Yuba City city,C1,,9340,"Yuba City, CA MSA",49700,"Yuba City, CA Metropolitan Statistical Area",99999,,1,0,603,4176,S,,655 Joann Way,,Yuba City,CA,95993,3593,,95993,99,7,95993359399,H,,,,3,,,A,,70% Overall probable correctness,39.131075,-121.640361,S,,R,U,** Street-Level Rooftop **,6101,686972,6101050501,61010505014,N, ,2021/04/04 22:18:23+00,-4,-4,173,CA048000032B_0010655,5306710220,5306730775,,5306710220,5306730775,G.Becerra@regionalha.org
-117.061637,32.58256,597,CA063,San Diego Housing Commission,CA063000009,Otay Villas,Picador 5,9005,WU,INAPCP,162130000,1984/01/01 00:00:00+00,2013/10/31 00:00:00+00,8,8,7,0,8,87.5,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,San Diego,73,10011,2,2005,N,Y,San Diego,73,92780,San Diego,66000,San Diego city (part),C1,,7320,"San Diego, CA MSA",41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",99999,,1,0,651,3210,D,,645 Picador Blvd,,San Diego,CA,92154,2379,,92154,99,0,92154237999,H,1SUD,,,2,,,N,,80% Overall probable correctness,32.58256,-117.061637,S,,R,U,** Street-Level Rooftop **,6073,666000,6073010011,60730100112,N, ,2021/04/04 22:18:23+00,-4,-4,189,CA063000009090055,6192319400,6195787375,sdhcinfo@sdhc.org,6195787531,,HUD-Info@sdhc.org
-119.234753,34.448336,598,CA092,Housing Authority of the County of Ventura,CA092000003,WHISPERING OAKS,WH999L,6714,WU,INAPCP,5377300000,1981/04/30 00:00:00+00,1981/04/30 00:00:00+00,6,6,6,0,6,100,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,Ventura,111,902,2,2024,N,Y,Ventura,111,92245,Ojai-Mira Monte,53476,Ojai city,C1,,8735,"Ventura, CA PMSA",37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",99999,,1,0,626,2544,S,,999 E Ojai Ave,,Ojai,CA,93023,2938,,93023,99,3,93023293899,H,,,,1,,,A,,90% Overall probable correctness,34.448336,-119.234753,S,,R,R,** Street-Level Rooftop **,6111,653476,6111000902,61110009022,N, ,2021/04/04 22:18:23+00,-4,-4,350,CA09200000367141,8054809991,8054801021,info@ahacv.org,8054809991,8054801021,mnigh@ahacv.org
-122.151302,38.056865,599,CA041,CITY OF BENICIA HSG AUTH,CA041000001,CAPITOL HEIGHTS,"Building 4, 001",4,SD,INAPCP,5485300000,,1954/03/01 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,Solano,95,252108,2,2000,N,N,Solano,95,93530,Vallejo,5290,Benicia city,C1,,8720,"Vallejo-Fairfield-Napa, CA PMSA",46700,"Vallejo, CA Metropolitan Statistical Area",99999,,1,0,605,312,S,,1606 Bayview Cir,,Benicia,CA,94510,2732,,94510,6,1,94510273206,S,,,,1,,,A,,90% Overall probable correctness,38.056865,-122.151302,S,,R,U,** Street-Level Rooftop **,6095,605290,6095252108,60952521082,N, ,2021/04/04 22:18:23+00,-4,-4,75,CA0410000014001,7077452071,7077458076,juliep@BeniciaHousingAuthority.org,7077452071,7077458076,juliep@BeniciaHousingAuthority.org
-122.151243,38.057057,600,CA041,CITY OF BENICIA HSG AUTH,CA041000001,CAPITOL HEIGHTS,"Building 8, 001",8,SD,INAPCP,9485300000,,1954/03/01 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,Solano,95,252108,2,2000,N,N,Solano,95,93530,Vallejo,5290,Benicia city,C1,,8720,"Vallejo-Fairfield-Napa, CA PMSA",46700,"Vallejo, CA Metropolitan Statistical Area",99999,,1,0,605,312,S,,1622 Bayview Cir,,Benicia,CA,94510,2732,,94510,22,3,94510273222,S,,,,1,,,A,,90% Overall probable correctness,38.057057,-122.151243,S,,R,U,** Street-Level Rooftop **,6095,605290,6095252108,60952521082,N, ,2021/04/04 22:18:23+00,-4,-4,75,CA0410000018001,7077452071,7077458076,juliep@BeniciaHousingAuthority.org,7077452071,7077458076,juliep@BeniciaHousingAuthority.org
