OBJECTID,STUSAB,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,PCT_SHARE,SUMLEV,SHAPE_Length,SHAPE_Area
903,KY,KY030,HOUSING AUTHORITY OF MURRAY,1,160,0.880592101442039,0.00309211193166168
904,KY,KY063,HOUSING AUTHORITY OF BOWLING GREEN,1,160,1.65550879201488,0.0101537667649765
905,KY,KY171,CITY OF BOWLING GREEN HOUSING DIVISION,0.97923321,160,1.65550879201488,0.0101537667649765
906,IA,IA122,REGION XII REGIONAL HOUSING AUTHORITY,0.25096032,050,1.61996616879762,0.1605816718536
907,NC,NC078,PLYMOUTH HOUSING AUTHORITY,1,160,0.26180793296819,0.00104345276910341
908,AL,AL047,THE HOUSING AUTHORITY OF THE CITY OF HUNTSVILLE,0.9034341,160,9.8646891114148,0.0527900671803484
909,AL,AL049,GREATER GADSDEN,0.97945845,160,1.83150196248026,0.00998042743684613
910,AL,AL121,ALBERTVILLE HOUSING AUTHORITY,0.9961977,050,2.21967891052813,0.158182102502679
911,GA,GA062,HOUSING AUTHORITY OF THE CITY OF AMERICUS,0.99552375,050,1.79667321997718,0.121823945383074
912,GA,GA087,HOUSING AUTHORITY OF THE CITY OF ASHBURN,0.875,160,0.209572156292239,0.00118342118313325
913,GA,GA096,HOUSING AUTHORITY OF THE CITY OF CAMILLA,0.84615386,050,1.7733783627745,0.125993984567866
914,GA,GA063,HOUSING AUTHORITY OF THE CITY OF CORDELE,1,160,0.799509762904183,0.00252571700608572
915,GA,GA080,HOUSING AUTHORITY OF THE CITY OF EASTMAN,1,050,2.02124057987763,0.124609239884944
916,OH,OH021,SPRINGFIELD METROPOLITAN HOUSING AUTHORITY,0.8960827,160,1.45732483237758,0.00695571318388433
917,AL,AL012,HOUSING AUTHORITY OF THE CITY OF JASPER,0.83104128,160,2.24200422753036,0.00754492767309007
918,AL,AL081,BEAR CREEK HOUSING AUTHORITY,1,160,0.392638382071512,0.00349004676062393
919,AL,AL078,HOUSING AUTHORITY OF THE TOWN OF BERRY,1,160,0.42070132746931,0.00271418284317793
920,GA,GA145,HOUSING AUTHORITY OF THE CITY OF VIDALIA,1,160,0.566963663499105,0.00459616387106609
921,GA,GA059,HOUSING AUTHORITY OF THE CITY OF GAINESVILLE,1,160,2.99039212994882,0.00859270108216216
922,GA,GA202,HOUSING AUTHORITY OF THE CITY OF BLUE RIDGE,1,050,1.83080559639378,0.10006247616514
923,NY,NY065,NORWICH HOUSING AUTHORITY,1,160,0.134489073960537,0.000603549434195452
924,NY,NY068,ONEONTA HOUSING AUTHORITY,0.93296087,160,0.246528492890125,0.00123714169428661
925,NY,NY016,BINGHAMTON HOUSING AUTHORITY,0.9966805,050,2.54947290429777,0.201890811524066
926,NC,NC147,BRUNSWICK COUNTY PUBLIC HOUSING AGENCY,0.99197859,050,5.00970407987814,0.218642089451293
927,GA,GA136,HOUSING AUTHORITY OF THE CITY OF HAHIRA,1,160,0.242229071563324,0.000632702884763529
928,GA,GA172,HOUSING AUTHORITY OF THE CITY OF HOMERVILLE,0.875,160,0.367559274977925,0.000855027364170354
929,GA,GA138,HOUSING AUTHORITY OF THE CITY OF LAKELAND,1,160,0.0987928195346782,0.000764427705930333
930,NC,NC120,CHATHAM COUNTY HOUSING AUTHORITY,0.99080461,050,2.27257454984275,0.183089294657542
931,NC,NC029,STAR HOUSING AUTHORITY,1,160,0.130564531595867,0.000318873920927857
932,MD,MD014,WICOMICO COUNTY HOUSING AUTHORITY,1,050,1.98252953697058,0.102056392254763
933,MD,MD009,HOUSING AUTHORITY OF CRISFIELD,0.97134668,160,0.315836083242207,0.000514617144183188
934,TN,TN031,MILAN HOUSING AUTHORITY,1,160,0.319956995548247,0.00230207567007386
935,GA,GA060,HOUSING AUTHORITY OF THE CITY OF MOULTRIE,0.99085367,160,1.12532466158672,0.00405052179491377
936,GA,GA148,HOUSING AUTHORITY OF THE CITY OF DALLAS,1,160,0.79733936712587,0.00214682111639296
937,MD,MD016,ELKTON HOUSING AUTHORITY,0.96315789,160,0.702596788332709,0.00237204401955977
938,DE,DE005,NEW CASTLE COUNTY HOUSING AUTHORITY,0.98760563,050,2.01314585894675,0.126209875421832
939,DE,DE001,WILMINGTON HOUSING AUTHORITY,0.99781114,160,0.441881688772657,0.00460945007661597
940,NC,NC067,ROBERSONVILLE HOUSING AUTHORITY,1,050,2.28060886475568,0.119237639390357
941,IL,IL086,BUREAU COUNTY HOUSING AUTHORITY,1,050,2.24803081950186,0.243617765127939
942,NC,NC017,REDEVELOPMENT COMMISSION OF THE TOWN OF TARBORO,0.98963732,160,0.509762553359347,0.00288904787737823
943,NC,NC032,WASHINGTON HOUSING AUTHORITY,0.83823532,160,0.764177510846711,0.00217274309770049
944,NC,NC087,MID-EAST REGIONAL HOUSING AUTHORITY,0.60601264,050,2.25333339988596,0.168676081826212
945,NC,NC077,WILLIAMSTON HOUSING AUTHORITY,0.99603176,050,2.28060886475568,0.119237639390357
946,NC,NC144,"EASTERN CAROLINA HUMAN SERVICES AGENCY, INC.",0.78116709,050,5.36334928099689,0.193951150604252
947,GA,GA084,HOUSING AUTHORITY OF THE CITY OF MCRAE,1,050,1.96820421161994,0.109665676626396
948,NC,NC004,HOUSING AUTHORITY OF THE CITY OF KINSTON,0.99781501,050,1.65311180300872,0.103312670947704
949,NC,NC082,AYDEN HOUSING AUTHORITY,1,160,0.648779513456119,0.00089580710661648
950,NC,NC061,HOUSING AUTHORITY OF THE TOWN OF BEAUFORT,1,160,0.484185512302296,0.00108917463739409
951,GA,GA158,HOUSING AUTHORITY OF THE COUNTY OF ATKINSON,1,050,1.70178041625128,0.084532418060153
952,MN,MN075,HRA OF STAPLES,1,160,0.309619373271232,0.00141322950294588
953,TN,TN059,HOHENWALD HOUSING AUTHORITY,1,160,0.360865387113505,0.00137935227581431
954,TN,TN048,LAWRENCEBURG HOUSING AUTHORITY,1,160,0.627535297973167,0.00324451454299191
955,NC,NC072,STATESVILLE HOUSING AUTHORITY,0.96073514,050,1.9178681130214,0.154156294653723
956,GA,GA285,NORTHWEST GA HOUSING AUTHORITY,0.81568629,160,2.37782725675134,0.00801231014201913
957,DE,DE901,DELAWARE STATE HOUSING AUTHORITY,,040,8.01064820870645,0.540639634036647
958,DC,DC001,D.C  HOUSING AUTHORITY,0.98089427,160,1.01979668660087,0.0183835687139418
959,DC,DC880,COMMUNITY CONNECTIONS,1,160,1.01979668660087,0.0183835687139418
960,KY,KY033,HOUSING AUTHORITY OF CATLETTSBURG,1,160,0.133976188776756,0.000434770430035208
961,IN,IN006,HOUSING AUTHORITY OF THE CITY OF ANDERSON,0.97157818,160,1.21942607334608,0.0119481530870481
962,FL,FL023,HOUSING AUTHORITY OF THE CITY OF BRADENTON,0.97991073,050,3.79028052921322,0.180503973233182
963,FL,FL008,SARASOTA HOUSING AUTHORITY,0.7505734,050,3.4474387044202,0.136632484515906
964,FL,FL055,ARCADIA HOUSING AUTHORITY,0.87692308,160,0.23314669685313,0.00111020061171608
965,PA,PA047,WILKES BARRE HOUSING AUTHORITY,0.9964003,160,0.262621831242851,0.00203130267800314
966,PA,PA038,LACKAWANNA COUNTY HOUSING AUTHORITY,1,050,1.64170960151597,0.129736315394464
967,VA,VA023,STAUNTON REDEVELOPMENT & HOUSING AUTHORITY,0.60571426,050,0.317857167259899,0.00533360706453034
968,VA,VA037,COVINGTON REDEVELOPMENT & HOUSING AUTHORITY,0.5106383,050,0.223399950660815,0.00150119731416906
969,NC,NC118,ROANOKE-CHOWAN REGIONAL HOUSING AUTHORITY,0.67788464,050,2.73249224791502,0.189895115122409
970,PA,PA028,THE HOUSING AUTHORITY OF MONROE COUNTY,0.99188644,050,2.14876705700488,0.171223748684362
971,PA,PA030,THE HOUSING AUTH OF THE CITY OF CARBONDALE,0.95670998,160,0.136377462405437,0.000907252685833218
972,PA,PA073,THE WYOMING CO HOUSING & REDEVELOPMENT AUTH,0.93638676,050,1.51934108419753,0.113158271678195
973,WV,WV012,HOUSING AUTHORITY OF THE CITY OF GRAFTON,1,050,0.98980423388218,0.0475354415414837
974,WV,WV028,HOUSING AUTHORITY OF THE CITY OF WESTON,1,160,0.303804047562163,0.000539635103552294
975,NC,NC175,MADISON COUNTY HOUSING AUTHORITY,0.9764151,050,2.03545726559194,0.116648622042043
976,SC,SC029,HOUSING AUTHORITY OF HARTSVILLE,1,050,2.27581693166202,0.143814911966854
977,SC,SC039,HOUSING AUTHORITY OF KINGSTREE,1,050,2.47430567572554,0.235800645704337
978,VA,VA010,DANVILLE REDEVELOPMENT & HOUSING AUTHORITY,0.70443612,050,0.722527719416173,0.0114637621507801
979,SC,SC007,HOUSING AUTHORITY OF AIKEN,0.99264032,050,2.80463322171696,0.271669873620452
980,SC,SC024,SC REGIONAL HOUSING AUTHORITY NO 3,0.26266563,050,3.68788717479384,0.283260098029879
981,NC,NC062,WAYNESVILLE HOUSING AUTHORITY,0.9191919,160,0.919452316408606,0.00254259060037774
982,NC,NC140,"WESTERN CAROLINA COMMUNITY ACTION, INC.",0.70524693,050,1.79267644682484,0.0963473029313618
983,NC,NC007,HOUSING AUTHORITY OF THE CITY OF ASHEVILLE,0.9978984,050,2.44132433242135,0.170084981718949
984,FL,FL060,PUNTA GORDA HOUSING AUTHORITY,0.93214864,050,3.97047329855693,0.168318156374358
985,WV,WV021,HOUSING AUTHORITY OF THE CITY OF ST. ALBANS,1,050,3.1242889004322,0.243111938612793
986,WV,WV035,HOUSING AUTHORITY OF THE COUNTY OF JACKSON,0.75374377,050,1.80214655857158,0.126723695062005
987,WV,WV026,HOUSING AUTHORITY OF THE CITY OF SPENCER,1,160,0.20243652799213,0.000342276479669823
988,GA,GA130,HOUSING AUTHORITY OF THE CITY OF CAVE SPRING,1,050,1.95094082943326,0.131449197802407
989,GA,GA185,HOUSING AUTHORITY OF THE CITY OF JACKSON,1,160,0.45878660699461,0.00156967550000533
990,SC,SC030,HOUSING AUTHORITY OF GREENWOOD,0.99831223,050,1.75354080642677,0.117205847710451
991,PA,PA078,WAYNE COUNTY HOUSING AUTHORITY,0.58225805,050,2.34988501886007,0.157917264558469
992,SC,SC911,SC STATE HOUSING AUTHORITY,,040,23.1007534644015,7.81659384860833
993,PA,PA057,HOUSING AUTHORITY OF THE COUNTY OF LUZERNE,1,050,2.30238190158419,0.251873392087674
994,VA,VA005,HOPEWELL REDEVELOPMENT & HOUSING AUTHORITY,0.99749374,160,0.306741419001592,0.00284379145219609
995,VA,VA011,ROANOKE REDEVELOPMENT & HOUSING AUTHORITY,0.87831861,160,0.696935493075354,0.0112870161375148
996,WV,WV018,HOUSING AUTHORITY OF THE CITY OF BLUEFIELD,1,050,1.51510422082756,0.110878824839137
997,WV,WV046,GREENBRIER COUNTY HOUSING AUTHORITY,0.82051283,050,3.01925001868732,0.27197783885048
998,WV,WV042,HOUSING AUTHORITY OF BOONE COUNTY,0.56448597,050,2.65046261946956,0.133717954700937
999,GA,GA252,HOUSING AUTHORITY OF THE CITY OF PERRY,1,160,2.34386290762959,0.00636176943002532
1000,GA,GA196,HOUSING AUTHORITY OF THE CITY OF CUMMING,1,160,0.512587601142663,0.00170376609650842
1001,FL,FL128,LEE COUNTY HOUSING AUTHORITY,1,050,7.8196516877006,0.190318876137146
1002,NC,NC051,ANDREWS HOUSING AUTHORITY,1,160,0.186802040907395,0.000417383977118545
1003,NC,NC030,HOUSING PROGRAMS OF THE TOWN OF MURPHY,1,160,0.197577033944208,0.000674027468790555
1004,SC,SC035,HOUSING AUTHORITY OF NEWBERRY,0.87914228,160,0.768663946971667,0.0021832022081474
1005,GA,GA282,SOUTHEAST GEORGIA CONSOLIDATED HOUSING AUTHOR,0.69325155,050,3.56141096138826,0.16150575105362
1006,GA,GA100,HOUSING AUTHORITY OF THE CITY OF VALDOSTA,1,160,1.42802847169331,0.00894935660741088
1007,SC,SC016,HOUSING AUTHORITY OF GREER,0.63636363,050,3.0505218102825,0.2030060802023
1008,SC,SC020,HOUSING AUTHORITY OF CHESTER,1,050,1.80333746237794,0.149370843574253
1009,VA,VA034,LEE COUNTY REDEVELOPMENT & HOUSING AUTHORITY,0.998155,050,2.20419312831776,0.114250713049617
1010,VA,VA029,CUMBERLAND PLATEAU REGIONAL HOUSING AUTHORITY,0.3883495,050,1.99314619485281,0.124891407304711
1011,VA,VA015,NORTON REDEVELOPMENT & HOUSING AUTHORITY,0.94952679,160,0.313812575389381,0.00196888272289272
1012,VA,VA030,MARION REDEVELOPMENT & HOUSING AUTHORITY,0.99777281,050,1.65030713038464,0.118364067951809
1013,NC,NC117,ROANOKE RAPIDS HOUSING AUTHORITY,1,160,0.437205360725274,0.00259921940365172
1014,SC,SC008,SC REGIONAL HOUSING AUTHORITY NO 1,0.23678006,050,2.19758389571179,0.192605144539201
1015,SC,SC011,HOUSING AUTHORITY OF LAURENS,1,160,0.631740673701474,0.00263882236609295
1016,VA,VA002,BRISTOL REDEVELOPMENT & HOUSING AUTHORITY,0.99836063,160,0.545801150556966,0.00342780760080613
1017,VA,VA042,PEOPLE INC. OF SOUTHWEST VIRGINIA,1,050,2.21294776676428,0.147867056942206
1018,WV,WV015,HOUSING AUTHORITY OF THE CITY OF BECKLEY,0.9983471,160,0.818907736273495,0.00251835991444116
1019,WV,WV039,HOUSING AUTHORITY OF RALEIGH COUNTY,0.45411286,050,2.44201301311234,0.161387516853607
1020,SC,SC021,HOUSING AUTHORITY OF MARION,0.93763918,160,0.379993679041339,0.00111931426355164
1021,GA,GA132,HOUSING AUTHORITY OF THE CITY OF STATESBORO,1,050,2.27228184694153,0.170952168016542
1022,GA,GA141,HOUSING AUTHORITY OF THE COUNTY OF SCREVEN,1,050,2.30142480027119,0.163443438847674
1023,NC,NC050,WADESBORO HOUSING AUTHORITY,0.80212015,160,0.576465204736237,0.00191880678064311
1024,SC,SC034,HOUSING AUTHORITY OF MYRTLE BEACH,0.99191684,050,2.84728335780019,0.289129446388722
1025,SC,SC004,THE GREENVILLE HOUSING AUTHORITY,0.99935484,050,3.0505218102825,0.2030060802023
1026,SC,SC012,HOUSING AUTHORITY OF ABBEVILLE,1,050,1.72535743370532,0.129484133961345
1027,GA,GA125,HOUSING AUTHORITY OF THE CITY OF COMMERCE,1,160,0.981855649243757,0.00323651638389634
1028,NY,NY409,CITY OF BUFFALO,0.98916042,050,3.7483966938129,0.298030151765964
1029,NY,NY002,BUFFALO MUNICIPAL HOUSING AUTHORITY,0.98181039,160,0.694957076613171,0.0117247214355858
1030,VA,VA013,LYNCHBURG REDEVELOPMENT & HOUSING AUTHORITY,1,160,0.658756895883933,0.0130868259150491
1031,PA,PA091,ADAMS COUNTY HOUSING AUTHORITY,1,050,2.0387292548803,0.142281578731826
1032,PA,PA022,HOUSING AUTHORITY OF THE CITY OF YORK,0.99361277,050,2.71912297536511,0.248486268920891
1033,VA,VA032,ABINGDON REDEVELOPMENT AND HOUSING AUTHORITY,0.82945734,160,0.322840407950152,0.00210978417797114
1034,WV,WV013,HOUSING AUTHORITY OF THE CITY OF BUCKHANNON,1,050,1.49452632306932,0.095404030698552
1035,WV,WV020,HOUSING AUTHORITY OF THE CITY OF ELKINS,1,160,0.481790552414905,0.00108913949970596
1036,WV,WV045,HOUSING AUTHORITY OF RANDOLPH COUNTY,0.53676468,050,3.33714765032091,0.279198112020943
1037,NY,NY400,KENMORE MUNICIPAL HOUSING AUTHORITY,1,160,0.101494776942249,0.000410459577057932
1038,MD,MD027,CITY OF WESTMINSTER HOUSING OFFICE,1,160,0.598333432205942,0.00180322685270884
1039,WV,WV016,HOUSING AUTHORITY OF THE CITY OF WEIRTON,0.6730361,050,0.796184051549129,0.0242119454406334
1040,WV,WV005,HOUSING AUTHORITY OF THE CITY OF PARKERSBURG,0.76820308,050,1.56324624028925,0.101759023116258
1041,NC,NC090,BREVARD HOUSING AUTHORITY,0.8888889,160,0.562649828478275,0.00213916584032374
1042,NC,NC033,SPRUCE PINE HOUSING AUTHORITY,1,160,0.230316989250111,0.00102706796469206
1043,NC,NC152,"MOUNTAIN PROJECTS, INC.",0.65701556,050,2.0448416655691,0.142794898035106
1044,SC,SC001,HOUSING AUTHORITY OF THE CITY OF CHARLESTON,0.9954704,050,6.54416041266599,0.24608698742599
1045,GA,GA189,HOUSING AUTHORITY OF THE CITY OF METTER,0.90163934,160,0.26038105702553,0.00195346581677212
1046,GA,GA142,HOUSING AUTHORITY OF THE CITY OF MILLEN,1,160,0.16816173978866,0.000897638439677252
1047,VA,VA031,SCOTT COUNTY REDEV. & HOUSING AUTHORITY,0.99668872,050,1.80429520498408,0.140722678696156
1048,WV,WV007,HOUSING AUTHORITY OF THE CITY OF MOUNT HOPE,0.62962961,050,2.44201301311234,0.161387516853607
1049,FL,FL141,COLLIER COUNTY HOUSING AUTHORITY,0.99350649,050,5.11731347220554,0.47427146789399
1050,PA,PA036,THE HOUSING AUTH OF THE CITY OF LANCASTER,0.99720281,160,0.740787097286533,0.00201036730335374
1051,NY,NY413,VILLAGE OF CANAJOHARIE,0.98076922,160,0.158680344806649,0.00039868892202399
1052,NY,NY417,DOLGEVILLE HOUSING AUTHORITY,0.875,160,0.0942651576188396,0.000524887125336415
1053,WV,WV022,HOUSING AUTHORITY OF THE CITY OF SOUTH CHARLESTON,1,160,0.617274337107194,0.00250586723812403
1054,GA,GA247,HOUSING AUTHORITY OF THE CITY OF THOMASTON,0.86805558,160,0.598332344351627,0.0024302438376524
1055,MD,MD032,CARROLL COUNTY HOUSING & COMMUNITY DEV,0.99206346,050,2.46912617001961,0.122882784161549
1056,PA,PA003,SCRANTON HOUSING AUTHORITY,0.99810427,160,0.571801632813503,0.00712114404573801
1057,NY,NY059,ILION HOUSING AUTHORITY,0.86752135,160,0.151764341385733,0.000730696192237377
1058,NY,NY109,LITTLE FALLS HOUSING AUTHORITY,1,160,0.213260198073011,0.00114188540810901
1059,NY,NY102,ONEIDA HOUSING AUTHORITY,0.97424895,160,0.507552791283149,0.00631351851365123
1060,MD,MD001,HOUSING AUTHORITY OF THE CITY OF ANNAPOLIS,0.89745456,160,0.526017922256528,0.00194325486901356
1061,MD,MD005,HOUSING AUTHORITY OF THE CITY OF CUMBERLAND,1,160,0.537715938198139,0.00278148371093457
1062,MD,MD007,ROCKVILLE HOUSING ENTERPRISES,0.98782963,160,0.416881902731763,0.00368788835015151
1063,WV,WV024,HOUSING AUTHORITY OF THE CITY OF DUNBAR,1,160,0.193310031738035,0.00074856470249098
1064,WV,WV009,FAIRMONT/MORGANTOWN HOUSING AUTHORITY,0.51364368,050,1.76378163950305,0.0994229720962546
1065,MD,MD023,HOWARD COUNTY HOUSING COMMISSION,0.99922538,050,1.46316931073232,0.0684794084234609
1066,MD,MD018,HOUSING COMMISSON OF ANNE ARUNDEL COUNTY,0.99162477,050,8.11485647346063,0.11223088851304
1067,MD,MD012,HAVRE DE GRACE HOUSING AUTHORITY,1,160,0.396025146713791,0.00149627123678726
1068,PA,PA035,HOUSING AUTHORITY OF THE COUNTY OF DAUPHIN,1,050,2.04120566117266,0.153382881888813
1069,GA,GA088,HOUSING AUTHORITY OF THE CITY OF ADEL,1,160,0.484548953259824,0.00201772241830894
1070,GA,GA006,HOUSING AUTHORITY OF THE CITY OF ATLANTA GEORGIA,0.88511175,160,1.5604151067206,0.0337842898714743
1071,GA,GA901,GEORGIA RESIDENTIAL FINANCE,,040,26.7189456411982,14.6449971811918
1072,SC,SC036,HOUSING AUTHORITY OF FORT MILL,0.95652175,050,2.09523970374884,0.177882590904789
1073,PA,PA074,SUSQUEHANNA CO HOUSING/REDEVELOPMENT AUTH,0.95744681,050,2.35309126497646,0.233550028040535
1074,NY,NY034,ROME HOUSING AUTHORITY,0.99849623,160,0.962580827434366,0.0216986163265373
1075,GA,GA011,HOUSING AUTHORITY OF THE CITY OF DECATUR,0.9835391,050,1.23737139199069,0.0683559016624911
1076,WV,WV010,HOUSING AUTHORITY OF THE CITY OF KEYSER,0.68707484,050,2.16673888811958,0.0891921096324493
1077,SC,SC037,HOUSING AUTHORITY OF ANDERSON,0.84099871,160,1.13756107536545,0.00390423068168004
1078,SC,SC053,HOUSING AUTHORITY OF EASLEY,1,160,1.23772531476921,0.00357679982912005
1079,NY,NY443,CITY OF UTICA,0.99756098,160,0.470318748970292,0.00487380148673588
1080,NY,NY552,VILLAGE OF NEW HARTFORD,0.99647886,050,3.21458534233366,0.360969651593394
1081,NY,NY010,WATERTOWN HOUSING AUTHORITY,1,160,0.367551495987129,0.00293750386746435
1082,NY,NY097,CANTON HOUSING AUTHORITY,0.88165683,160,0.295935686113236,0.00107957918851872
1083,SC,SC033,HOUSING AUTHORITY OF MULLINS,0.92342341,160,0.147148255891198,0.000775258642349843
1084,NY,NY011,NIAGARA FALLS HOUSING AUTHORITY,1,160,0.446383091569007,0.00404872491169134
1085,NY,NY031,MASSENA HOUSING AUTHORITY,1,160,0.214844463333043,0.00139376656737224
1086,NY,NY039,OGDENSBURG HOUSING AUTHORITY,1,160,0.251096163821394,0.00239001529139848
1087,NY,NY505,TOWN OF UNION COMMUNITY DEVELOPMENT,0.99706745,050,2.54947290429777,0.201890811524066
1088,NY,NY541,VILLAGE OF WALTON,0.95679015,050,3.07625302170748,0.414278645556981
1089,GA,GA187,HOUSING AUTHORITY OF THE CITY OF PALMETTO,1,160,0.85902440339881,0.00307682383633657
1090,NY,NY041,ROCHESTER HOUSING AUTHORITY,0.97547591,050,2.27243913296964,0.190920929247359
1091,PA,PA042,HOUSING AUTHORITY OF THE CITY OF PITTSTON,1,050,2.30238190158419,0.251873392087674
1092,OH,OH042,GEAUGA METROPOLITAN HOUSING AUTHORITY,0.99760193,050,1.54145139602921,0.114039095437223
1093,IL,IL081,CARROLL COUNTY HOUSING AUTHORITY,1,050,1.76091731274791,0.131402390578659
1094,IL,IL022,ROCKFORD HOUSING AUTHORITY,0.97973174,160,3.21190011070454,0.0181808113297748
1095,LA,LA036,HOUSING AUTHORITY OF THE CITY OF MORGAN CITY,1,160,0.22558538644694,0.00150488933463425
1096,LA,LA215,ASSUMPTION PARISH POLICE JURY,1,050,1.46787881734182,0.0881720544599104
1097,VA,VA038,BIG STONE GAP REDEVELOPMENT AND HOUSING AUTH.,0.97087377,160,0.305401805734073,0.00130414805977025
1098,VA,VA024,WISE COUNTY REDEVELOPMENT & HOUSING AUTHORITY,0.98682767,050,2.25138851715179,0.106209450831144
1099,PA,PA046,HOUSING AUTHORITY OF THE COUNTY OF CHESTER,0.97234273,050,2.76842288893357,0.207308738931012
1100,PA,PA012,MONTGOMERY COUNTY HOUSING AUTHORITY,0.99862164,050,2.05236937663629,0.133463325185963
1101,NY,NY404,CITY OF NIAGARA FALLS,0.96927375,160,0.446383091569007,0.00404872491169134
1102,NY,NY406,VILLAGE OF FAIRPORT,0.9548533,050,2.27243913296964,0.190920929247359
1103,NY,NY044,GENEVA HOUSING AUTHORITY,1,160,0.205959903942018,0.00166789301886829
1104,NY,NY089,NEWARK HOUSING AUTHORITY,1,050,2.37037474079021,0.174051110700303
1105,PA,PA024,EASTON HOUSING AUTHORITY,0.85242289,160,0.419074487859961,0.00131590008769514
1106,NY,NY889,SOUTHERN TIER ENVIRONMENTS FOR LIVING,1,050,2.54707654213938,0.306362526070728
1107,NY,NY017,JAMESTOWN HOUSING AUTHORITY,0.98744768,160,0.238145015272772,0.0025542993422506
1108,NY,NY093,OLEAN HOUSING AUTHORITY,1,160,0.210376035272884,0.00173840612288003
1109,NY,NY403,CITY OF SALAMANCA,0.99280578,160,0.289131289086098,0.00175740568239381
1110,NY,NY052,BATAVIA HOUSING AUTHORITY,1,160,0.188919594025846,0.0015074755813674
1111,NY,NY063,DUNKIRK HOUSING AUTHORITY,1,160,0.217832356169971,0.00128039075948704
1112,PA,PA051,BUCKS COUNTY HOUSING AUTHORITY,0.99020189,050,2.24530617875704,0.170712796658952
1113,PA,PA007,CHESTER HOUSING AUTHORITY,0.85289043,160,0.291726955784242,0.00163836179110746
1114,PA,PA023,HOUSING AUTHORITY COUNTY OF DELAWARE,1,050,1.32909005688495,0.0520067765822015
1115,NY,NY449,BUFFALO MUNICIPAL HOUSING AUTHORITY,0.87046629,160,0.694957076613171,0.0117247214355858
1116,NY,NY091,TOWN OF AMHERST,0.98311764,050,3.7483966938129,0.298030151765964
1117,PA,PA071,HOUSING AUTHORITY OF THE COUNTY OF BERKS,0.9986226,050,2.20969445581547,0.237942382428789
1118,MD,MD002,HOUSING AUTHORITY OF BALTIMORE CITY,0.86004567,160,1.58223938919667,0.0220269689173928
1119,MD,MD033,"BALTIMORE COUNTY, MD",0.99316436,050,5.52922647292288,0.164949293972268
1120,GA,GA107,HOUSING AUTHORITY OF THE CITY OF VILLA RICA,1,160,0.6618384413161,0.00362726508729517
1121,PA,PA081,LEHIGH COUNTY HOUSING AUTHORITY,0.87525153,050,1.49830676723678,0.0959761659070339
1122,SC,SC019,HOUSING AUTHORITY OF UNION,1,050,1.81127210361438,0.131481481035993
1123,SC,SC040,HOUSING AUTHORITY OF WOODRUFF,1,160,0.324894681391763,0.00100297294934049
1124,SC,SC056,CHARLESTON CO HSG & REDEV AUTH,0.97344512,050,6.54416041266599,0.24608698742599
1125,MD,MD004,HOUSING OPPRTY COM OF MONTGOMERY CO,0.99838012,050,1.86714890219685,0.136789516955324
1126,NY,NY070,LOCKPORT HOUSING AUTHORITY,1,160,0.288915489402724,0.00242269431044119
1127,NC,NC040,SMITHFIELD HOUSING AUTHORITY,1,160,0.491467741801796,0.00312127844817211
1128,NC,NC021,HOUSING AUTHORITY OF THE COUNTY OF WAKE,0.88926554,050,2.15095607695158,0.221379865435433
1129,PA,PA034,HOUSING AUTHORITY OF THE COUNTY OF FRANKLIN,0.99539876,050,2.48198439245282,0.210889339105165
1130,GA,GA171,HOUSING AUTHORITY OF THE CITY OF LOGANVILLE,1,160,0.479528917077663,0.00186208340328119
1131,NC,NC039,LEXINGTON HOUSING AUTHORITY,1,050,1.94164270444305,0.146418692988931
1132,NC,NC044,MOUNT GILEAD HOUSING AUTHORITY,1,050,1.83111307288336,0.128829389491315
1133,NC,NC063,THE NEW RANDLEMAN HOUSING AUTHORITY,1,160,0.424703198574041,0.000952613655108551
1134,PA,PA068,SULLIVAN COUNTY HOUSING AUTHORITY,1,050,1.52591042940051,0.126264145642163
1135,PA,PA043,THE HOUSING AUTH OF THE CITY OF NANTICOKE,1,160,0.138394160772735,0.00098459057568342
1136,PA,PA004,ALLENTOWN HOUSING AUTHORITY,0.95150298,160,0.659391097653807,0.00496676061202246
1137,NY,NY098,ST. JOHNSVILLE HOUSING AUTHORITY,0.83333331,160,0.109049899968685,0.000252364598522245
1138,NY,NY006,UTICA HOUSING AUTHORITY,0.93923146,160,0.470318748970292,0.00487380148673588
1139,GA,GA177,HOUSING AUTHORITY OF THE CITY OF BARNESVILLE,1,160,0.514513798839842,0.00152486594943952
1140,GA,GA180,HOUSING AUTHORITY OF THE CITY OF FAIRBURN,1,160,0.724269249265656,0.00429956153386209
1141,MD,MD025,HARFORD COUNTY HOUSING AGENCY,0.99610895,050,3.11201711338286,0.121403574631477
1142,NC,NC075,CITY OF ALBEMARLE DEPARTMENT OF PUBLIC HOUSING,0.89976692,160,0.886942804797196,0.00464575438809999
1143,NC,NC088,BELMONT HOUSING AUTHORITY,1,160,0.949100711802073,0.00264367155751537
1144,NC,NC008,HOUSING AUTHORITY OF THE CITY OF CONCORD,0.98457223,050,1.36059683634586,0.0936385169487133
1145,NY,NY058,WILNA HOUSING AUTHORITY,1,160,0.330958415185202,0.00107963479695969
1146,GA,GA188,HOUSING AUTHORITY OF THE CITY OF LITHONIA,1,050,1.23737139199069,0.0683559016624911
